"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 10 21:52:20 MSK 2022","Sun Apr 10 21:52:20 MSK 2022","22","Gradle suite","Gradle test","ru.stqa.pft.sandbox.S2Test","ru.stqa.pft.sandbox.S2Test","testArea","testArea",""
